book,chapter,verse,letter,added
EZEKIEL,42,13,t,NO
EZEKIEL,42,13,u,NO
EZEKIEL,42,20,a,NO
EZEKIEL,43,3,h,NO
EZEKIEL,43,3,i,NO
EZEKIEL,43,3,j,NO
EZEKIEL,43,5,n,NO
EZEKIEL,43,7,s,NO
EZEKIEL,43,7,t,NO
EZEKIEL,43,7,u,NO
EZEKIEL,43,11,z,NO
EZEKIEL,43,20,o,NO
EZEKIEL,43,27,v,NO
EZEKIEL,44,3,b,NO
EZEKIEL,44,4,e,NO
EZEKIEL,44,5,h,NO
EZEKIEL,44,6,k,NO
EZEKIEL,44,10,s,NO
EZEKIEL,44,11,v,NO
EZEKIEL,44,15,d,NO
EZEKIEL,44,15,e,NO
EZEKIEL,44,15,r,NO
EZEKIEL,44,19,j,NO
EZEKIEL,44,30,b,NO
EZEKIEL,45,3,k,NO
EZEKIEL,46,1,r,NO
EZEKIEL,46,2,u,NO
EZEKIEL,46,2,v,NO
EZEKIEL,46,12,i,NO
EZEKIEL,46,18,q,NO
EZEKIEL,46,20,v,NO
EZEKIEL,47,1,a,NO
EZEKIEL,47,10,l,NO
EZEKIEL,47,12,o,NO
EZEKIEL,47,12,p,NO
EZEKIEL,47,14,u,NO
EZEKIEL,47,15,w,NO
EZEKIEL,47,16,v,NO
EZEKIEL,47,19,e,NO
EZEKIEL,47,22,j,NO
EZEKIEL,48,1,m,NO
EZEKIEL,48,1,o,NO
EZEKIEL,48,11,u,NO
EZEKIEL,48,15,a,NO
EZRA,1,1,c,NO
EZRA,2,63,e,NO
EZRA,3,2,o,NO
EZRA,3,4,t,NO
EZRA,3,7,y,NO
EZRA,3,8,b,NO
EZRA,3,9,c,NO
EZRA,4,2,j,NO
EZRA,4,9,s,NO
EZRA,5,2,e,NO
EZRA,5,16,r,NO
EZRA,6,14,f,NO
EZRA,6,18,m,NO
EZRA,7,7,b,NO
EZRA,7,12,h,NO
EZRA,8,21,k,NO
EZRA,8,33,y,NO
EZRA,8,33,z,NO
EZRA,9,1,g,NO
EZRA,9,2,j,NO
EZRA,9,5,o,NO
EZRA,9,6,r,NO
EZRA,9,7,t,NO
EZRA,9,8,w,NO
EZRA,9,13,e,NO
EZRA,9,14,e,NO
EZRA,9,15,i,NO
EZRA,10,1,l,NO
EZRA,10,1,m,NO
EZRA,10,3,q,NO
EZRA,10,3,r,NO
EZRA,10,6,w,NO
EZRA,10,6,x,NO
GALATIANS,1,1,c,NO
GALATIANS,1,1,d,NO
GALATIANS,1,4,k,NO
GALATIANS,1,6,n,NO
GALATIANS,1,15,e,NO
GALATIANS,2,2,n,NO
GALATIANS,2,2,o,NO
GALATIANS,2,4,s,NO
GALATIANS,2,4,t,NO
GALATIANS,2,9,b,NO
GALATIANS,2,14,k,NO
GALATIANS,2,14,l,NO
GALATIANS,2,16,p,NO
GALATIANS,2,20,v,NO
GALATIANS,2,20,w,NO
GALATIANS,3,10,o,NO
GALATIANS,3,14,x,NO
GALATIANS,3,19,i,NO
GALATIANS,3,19,j,NO
GALATIANS,3,22,p,NO
GALATIANS,3,24,t,NO
GALATIANS,3,27,x,NO
GALATIANS,4,4,f,NO
GALATIANS,4,4,g,NO
GALATIANS,4,8,n,NO
GALATIANS,4,9,q,NO
GALATIANS,4,19,d,NO
GALATIANS,5,1,u,NO
GALATIANS,5,1,v,NO
GALATIANS,5,1,w,NO
GALATIANS,5,4,c,NO
GALATIANS,5,10,m,NO
GALATIANS,5,23,j,NO
GALATIANS,6,1,q,NO
GALATIANS,6,2,t,NO
GALATIANS,6,8,d,NO
GALATIANS,6,10,i,NO
GALATIANS,6,12,m,NO
GENESIS,1,26,q,NO
GENESIS,2,7,d,NO
GENESIS,2,7,e,NO
GENESIS,3,16,k,NO
GENESIS,3,17,n,NO
GENESIS,4,26,n,NO
GENESIS,6,9,i,NO
GENESIS,8,21,m,NO
GENESIS,8,21,n,NO
GENESIS,12,6,t,NO
GENESIS,12,6,u,NO
GENESIS,13,10,l,NO
GENESIS,13,18,u,NO
GENESIS,14,5,c,NO
GENESIS,14,18,v,NO
GENESIS,15,13,s,NO
GENESIS,17,20,k,NO
GENESIS,18,12,z,NO
GENESIS,19,2,t,NO
GENESIS,19,5,w,NO
GENESIS,20,1,r,NO
GENESIS,22,17,v,NO
GENESIS,24,7,t,NO
GENESIS,24,27,i,NO
GENESIS,24,48,z,NO
GENESIS,25,20,h,NO
GENESIS,25,23,m,NO
GENESIS,26,1,w,NO
GENESIS,26,3,a,NO
GENESIS,26,3,b,NO
GENESIS,26,7,h,NO
GENESIS,26,24,q,NO
GENESIS,27,29,s,NO
GENESIS,27,41,d,NO
GENESIS,28,13,v,NO
GENESIS,28,15,a,NO
GENESIS,31,29,x,NO
GENESIS,31,42,h,NO
GENESIS,31,42,i,NO
GENESIS,32,28,k,NO
GENESIS,34,7,k,NO
GENESIS,34,10,n,NO
GENESIS,34,30,a,NO
GENESIS,34,30,z,NO
GENESIS,35,2,f,NO
GENESIS,35,11,q,NO
GENESIS,37,25,b,NO
GENESIS,38,14,b,NO
GENESIS,39,1,n,NO
GENESIS,41,14,g,NO
GENESIS,41,42,z,NO
GENESIS,42,38,p,NO
GENESIS,43,14,y,NO
GENESIS,44,18,d,NO
GENESIS,46,8,r,NO
GENESIS,46,12,v,NO
GENESIS,46,34,o,NO
GENESIS,46,34,p,NO
GENESIS,47,6,z,NO
GENESIS,47,9,d,NO
GENESIS,47,29,u,NO
GENESIS,47,29,w,NO
GENESIS,48,16,p,NO
GENESIS,48,16,q,NO
GENESIS,49,6,f,NO
GENESIS,49,8,j,NO
GENESIS,49,24,f,NO
GENESIS,49,25,j,NO
GENESIS,49,29,q,NO
HABAKKUK,1,6,k,NO
HABAKKUK,1,8,o,NO
HABAKKUK,1,12,y,NO
HABAKKUK,1,12,z,NO
HABAKKUK,1,13,c,NO
HABAKKUK,2,1,j,NO
HABAKKUK,2,5,r,NO
HABAKKUK,2,6,u,NO
HABAKKUK,2,6,v,NO
HABAKKUK,2,6,w,NO
HABAKKUK,2,9,b,NO
HABAKKUK,2,15,j,NO
HABAKKUK,2,16,m,NO
HABAKKUK,2,18,r,NO
HABAKKUK,2,19,u,NO
HABAKKUK,3,2,a,NO
HABAKKUK,3,2,z,NO
HABAKKUK,3,6,i,NO
HABAKKUK,3,10,s,NO
HABAKKUK,3,13,y,NO
HABAKKUK,3,16,c,NO
HABAKKUK,3,16,d,NO
HABAKKUK,3,19,i,NO
HABAKKUK,3,19,j,NO
HABAKKUK,3,19,k,NO
HAGGAI,1,1,d,NO
HAGGAI,1,1,e,NO
HAGGAI,1,6,l,NO
HAGGAI,1,9,h,NO
HAGGAI,1,11,s,NO
HAGGAI,1,12,v,NO
HAGGAI,1,14,a,NO
HAGGAI,1,14,y,NO
HAGGAI,2,3,g,NO
HAGGAI,2,4,i,NO
HAGGAI,2,5,m,NO
HAGGAI,2,18,g,NO
HAGGAI,2,22,n,NO
HAGGAI,2,23,p,NO
HAGGAI,2,23,q,NO
HEBREWS,1,2,d,NO
HEBREWS,1,2,e,NO
HEBREWS,1,2,f,NO
HEBREWS,1,2,g,NO
HEBREWS,1,3,j,NO
HEBREWS,1,3,k,NO
HEBREWS,2,2,c,NO
HEBREWS,2,3,f,NO
HEBREWS,2,3,g,NO
HEBREWS,2,3,h,NO
HEBREWS,2,4,j,NO
HEBREWS,2,4,k,NO
HEBREWS,2,9,q,NO
HEBREWS,2,9,r,NO
HEBREWS,2,9,s,NO
HEBREWS,2,10,v,NO
HEBREWS,2,10,x,NO
HEBREWS,2,11,a,NO
HEBREWS,2,11,b,NO
HEBREWS,2,13,g,NO
HEBREWS,2,14,j,NO
HEBREWS,2,14,k,NO
HEBREWS,2,17,p,NO
HEBREWS,3,5,x,NO
HEBREWS,3,6,a,NO
HEBREWS,4,12,a,NO
HEBREWS,4,12,y,NO
HEBREWS,4,12,z,NO
HEBREWS,4,14,f,NO
HEBREWS,4,15,h,NO
HEBREWS,5,1,l,NO
HEBREWS,5,7,w,NO
HEBREWS,6,1,k,NO
HEBREWS,6,2,n,NO
HEBREWS,6,2,o,NO
HEBREWS,6,4,s,NO
HEBREWS,6,17,k,NO
HEBREWS,7,1,s,NO
HEBREWS,7,19,g,NO
HEBREWS,7,25,m,NO
HEBREWS,8,5,b,NO
HEBREWS,8,6,e,NO
HEBREWS,9,2,p,NO
HEBREWS,9,2,q,NO
HEBREWS,9,4,u,NO
HEBREWS,9,4,v,NO
HEBREWS,9,4,w,NO
HEBREWS,9,11,i,NO
HEBREWS,9,12,l,NO
HEBREWS,9,12,m,NO
HEBREWS,9,12,n,NO
HEBREWS,9,14,s,NO
HEBREWS,9,14,t,NO
HEBREWS,9,14,u,NO
HEBREWS,9,15,x,NO
HEBREWS,9,15,y,NO
HEBREWS,9,26,n,NO
HEBREWS,9,28,s,NO
HEBREWS,9,28,t,NO
HEBREWS,9,28,u,NO
HEBREWS,10,1,x,NO
HEBREWS,10,10,g,NO
HEBREWS,10,11,j,NO
HEBREWS,10,22,w,NO
HEBREWS,10,25,c,NO
HEBREWS,10,26,f,NO
HEBREWS,10,29,m,NO
HEBREWS,10,36,a,NO
HEBREWS,11,4,j,NO
HEBREWS,11,4,k,NO
HEBREWS,11,7,p,NO
HEBREWS,11,9,u,NO
HEBREWS,11,10,x,NO
HEBREWS,11,13,e,NO
HEBREWS,11,13,f,NO
HEBREWS,11,27,z,NO
HEBREWS,11,32,h,NO
HEBREWS,11,32,i,NO
HEBREWS,11,32,j,NO
HEBREWS,11,32,k,NO
HEBREWS,11,37,s,NO
HEBREWS,12,1,y,NO
HEBREWS,12,1,z,NO
HEBREWS,12,2,c,NO
HEBREWS,12,14,u,NO
HEBREWS,12,22,g,NO
HEBREWS,12,23,j,NO
HEBREWS,12,24,m,NO
HEBREWS,13,12,p,NO
HEBREWS,13,15,u,NO
HEBREWS,13,17,a,NO
HEBREWS,13,17,z,NO
HEBREWS,13,20,f,NO
HEBREWS,13,20,g,NO
HEBREWS,13,21,j,NO
HOSEA,1,2,e,NO
HOSEA,1,10,o,NO
HOSEA,1,10,r,NO
HOSEA,1,10,s,NO
HOSEA,1,10,t,NO
HOSEA,1,10,u,NO
HOSEA,2,3,d,NO
HOSEA,2,5,i,NO
HOSEA,2,8,p,NO
HOSEA,2,8,q,NO
HOSEA,2,8,r,NO
HOSEA,2,11,w,NO
HOSEA,2,12,a,NO
HOSEA,2,12,z,NO
HOSEA,2,13,d,NO
HOSEA,2,18,l,NO
HOSEA,2,23,u,NO
HOSEA,2,23,v,NO
HOSEA,2,23,w,NO
HOSEA,3,4,b,NO
HOSEA,3,4,c,NO
HOSEA,3,4,d,NO
HOSEA,3,4,e,NO
HOSEA,3,5,h,NO
HOSEA,3,5,i,NO
HOSEA,3,5,j,NO
HOSEA,4,1,m,NO
HOSEA,4,3,r,NO
HOSEA,4,6,x,NO
HOSEA,4,6,y,NO
HOSEA,4,14,l,NO
HOSEA,4,15,o,NO
HOSEA,4,15,p,NO
HOSEA,5,1,x,NO
HOSEA,5,2,a,NO
HOSEA,5,8,l,NO
HOSEA,5,8,m,NO
HOSEA,5,13,s,NO
HOSEA,5,14,v,NO
HOSEA,6,1,a,NO
HOSEA,6,3,e,NO
HOSEA,6,3,f,NO
HOSEA,6,4,i,NO
HOSEA,6,7,o,NO
HOSEA,6,11,w,NO
HOSEA,7,1,z,NO
HOSEA,7,2,c,NO
HOSEA,7,11,q,NO
HOSEA,7,12,t,NO
HOSEA,7,13,w,NO
HOSEA,7,16,c,NO
HOSEA,7,16,d,NO
HOSEA,8,1,g,NO
HOSEA,8,13,z,NO
HOSEA,8,14,c,NO
HOSEA,8,14,d,NO
HOSEA,9,3,j,NO
HOSEA,9,4,m,NO
HOSEA,9,4,n,NO
HOSEA,9,6,r,NO
HOSEA,9,10,a,NO
HOSEA,9,10,b,NO
HOSEA,9,12,g,NO
HOSEA,9,15,l,NO
HOSEA,9,16,e,NO
HOSEA,10,4,v,NO
HOSEA,10,5,y,NO
HOSEA,10,6,b,NO
HOSEA,10,8,e,NO
HOSEA,10,8,f,NO
HOSEA,10,10,j,NO
HOSEA,10,12,o,NO
HOSEA,10,14,s,NO
HOSEA,11,1,w,NO
HOSEA,11,4,e,NO
HOSEA,11,5,h,NO
HOSEA,11,5,i,NO
HOSEA,11,8,p,NO
HOSEA,11,11,x,NO
HOSEA,12,1,a,NO
HOSEA,12,1,b,NO
HOSEA,12,11,s,NO
HOSEA,12,11,t,NO
HOSEA,12,14,a,NO
HOSEA,13,2,f,NO
HOSEA,13,3,i,NO
HOSEA,13,4,l,NO
HOSEA,13,14,d,NO
HOSEA,13,14,e,NO
HOSEA,13,15,i,NO
HOSEA,13,16,l,NO
HOSEA,14,3,t,NO
HOSEA,14,3,u,NO
HOSEA,14,5,z,NO
ISAIAH,1,1,c,NO
ISAIAH,1,1,d,NO
ISAIAH,1,1,e,NO
ISAIAH,1,1,f,NO
ISAIAH,1,2,i,NO
ISAIAH,1,4,m,NO
ISAIAH,1,4,n,NO
ISAIAH,1,9,x,NO
ISAIAH,1,13,e,NO
ISAIAH,1,13,f,NO
ISAIAH,1,15,i,NO
ISAIAH,1,24,y,NO
ISAIAH,1,29,h,NO
ISAIAH,2,2,n,NO
ISAIAH,2,6,v,NO
ISAIAH,2,6,w,NO
ISAIAH,3,14,l,NO
ISAIAH,3,16,p,NO
ISAIAH,3,18,t,NO
ISAIAH,3,24,a,NO
ISAIAH,3,24,b,NO
ISAIAH,3,24,c,NO
ISAIAH,3,24,z,NO
ISAIAH,4,1,h,NO
ISAIAH,4,3,m,NO
ISAIAH,4,4,p,NO
ISAIAH,4,6,u,NO
ISAIAH,5,14,p,NO
ISAIAH,5,24,d,NO
ISAIAH,5,24,f,NO
ISAIAH,5,25,i,NO
ISAIAH,5,25,j,NO
ISAIAH,5,26,m,NO
ISAIAH,6,5,a,NO
ISAIAH,6,10,g,NO
ISAIAH,6,13,l,NO
ISAIAH,7,4,u,NO
ISAIAH,7,4,v,NO
ISAIAH,7,14,e,NO
ISAIAH,7,14,f,NO
ISAIAH,7,20,p,NO
ISAIAH,7,20,q,NO
ISAIAH,8,7,g,NO
ISAIAH,8,8,j,NO
ISAIAH,9,1,i,NO
ISAIAH,9,1,j,NO
ISAIAH,9,2,l,NO
ISAIAH,9,3,o,NO
ISAIAH,9,3,p,NO
ISAIAH,9,6,a,NO
ISAIAH,9,6,b,NO
ISAIAH,9,6,c,NO
ISAIAH,9,6,w,NO
ISAIAH,9,6,x,NO
ISAIAH,9,6,y,NO
ISAIAH,9,6,z,NO
ISAIAH,9,7,f,NO
ISAIAH,9,12,j,NO
ISAIAH,9,17,j,NO
ISAIAH,9,17,q,NO
ISAIAH,10,6,h,NO
ISAIAH,10,9,m,NO
ISAIAH,10,9,n,NO
ISAIAH,10,9,o,NO
ISAIAH,10,9,p,NO
ISAIAH,10,9,q,NO
ISAIAH,10,17,c,NO
ISAIAH,10,17,d,NO
ISAIAH,10,20,i,NO
ISAIAH,10,20,j,NO
ISAIAH,10,22,n,NO
ISAIAH,10,24,q,NO
ISAIAH,10,26,u,NO
ISAIAH,10,29,c,NO
ISAIAH,10,29,d,NO
ISAIAH,11,4,r,NO
ISAIAH,11,9,w,NO
ISAIAH,11,10,z,NO
ISAIAH,11,11,c,NO
ISAIAH,11,11,d,NO
ISAIAH,11,11,e,NO
ISAIAH,11,11,f,NO
ISAIAH,11,11,h,NO
ISAIAH,11,14,n,NO
ISAIAH,11,14,o,NO
ISAIAH,11,14,p,NO
ISAIAH,12,4,a,NO
ISAIAH,12,4,b,NO
ISAIAH,13,11,w,NO
ISAIAH,13,20,i,NO
ISAIAH,14,1,p,NO
ISAIAH,14,2,s,NO
ISAIAH,14,2,t,NO
ISAIAH,14,8,b,NO
ISAIAH,14,29,z,NO
ISAIAH,14,31,d,NO
ISAIAH,14,31,x,NO
ISAIAH,15,1,g,NO
ISAIAH,15,1,h,NO
ISAIAH,15,2,k,NO
ISAIAH,15,2,l,NO
ISAIAH,16,7,d,NO
ISAIAH,16,9,g,NO
ISAIAH,16,10,j,NO
ISAIAH,16,10,k,NO
ISAIAH,16,10,l,NO
ISAIAH,17,13,l,NO
ISAIAH,17,13,m,NO
ISAIAH,18,2,s,NO
ISAIAH,18,7,y,NO
ISAIAH,18,7,z,NO
ISAIAH,19,1,c,NO
ISAIAH,19,1,e,NO
ISAIAH,19,13,q,NO
ISAIAH,19,18,y,NO
ISAIAH,19,25,k,NO
ISAIAH,21,1,v,NO
ISAIAH,21,2,y,NO
ISAIAH,21,2,z,NO
ISAIAH,21,9,h,NO
ISAIAH,21,11,l,NO
ISAIAH,21,13,q,NO
ISAIAH,22,5,d,NO
ISAIAH,22,5,e,NO
ISAIAH,22,5,w,NO
ISAIAH,22,11,m,NO
ISAIAH,22,11,n,NO
ISAIAH,22,12,q,NO
ISAIAH,22,14,u,NO
ISAIAH,22,22,f,NO
ISAIAH,23,1,k,NO
ISAIAH,23,1,l,NO
ISAIAH,23,1,m,NO
ISAIAH,23,12,v,NO
ISAIAH,24,16,y,NO
ISAIAH,24,18,b,NO
ISAIAH,25,1,l,NO
ISAIAH,25,4,q,NO
ISAIAH,25,8,y,NO
ISAIAH,26,11,q,NO
ISAIAH,27,1,f,NO
ISAIAH,27,7,m,NO
ISAIAH,27,9,r,NO
ISAIAH,27,13,x,NO
ISAIAH,28,7,j,NO
ISAIAH,28,21,z,NO
ISAIAH,29,18,e,NO
ISAIAH,30,1,p,NO
ISAIAH,30,4,u,NO
ISAIAH,30,6,y,NO
ISAIAH,30,10,g,NO
ISAIAH,30,18,q,NO
ISAIAH,30,23,z,NO
ISAIAH,30,26,f,NO
ISAIAH,30,28,i,NO
ISAIAH,30,29,l,NO
ISAIAH,30,30,o,NO
ISAIAH,30,33,u,NO
ISAIAH,31,1,x,NO
ISAIAH,31,2,a,NO
ISAIAH,31,2,b,NO
ISAIAH,31,9,n,NO
ISAIAH,32,11,a,NO
ISAIAH,33,18,h,NO
ISAIAH,33,22,q,NO
ISAIAH,34,7,f,NO
ISAIAH,34,10,k,NO
ISAIAH,34,11,n,NO
ISAIAH,35,2,x,NO
ISAIAH,35,2,y,NO
ISAIAH,36,2,n,NO
ISAIAH,36,19,a,NO
ISAIAH,37,7,l,NO
ISAIAH,37,12,r,NO
ISAIAH,38,1,s,NO
ISAIAH,38,12,b,NO
ISAIAH,38,12,c,NO
ISAIAH,38,12,d,NO
ISAIAH,38,14,i,NO
ISAIAH,38,14,j,NO
ISAIAH,40,3,e,NO
ISAIAH,40,11,p,NO
ISAIAH,41,2,r,NO
ISAIAH,41,2,s,NO
ISAIAH,41,9,z,NO
ISAIAH,41,16,m,NO
ISAIAH,41,25,y,NO
ISAIAH,42,1,g,NO
ISAIAH,42,1,h,NO
ISAIAH,42,1,i,NO
ISAIAH,42,6,q,NO
ISAIAH,42,10,l,NO
ISAIAH,42,13,b,NO
ISAIAH,43,1,o,NO
ISAIAH,43,3,t,NO
ISAIAH,43,10,b,NO
ISAIAH,43,14,g,NO
ISAIAH,43,17,k,NO
ISAIAH,43,19,o,NO
ISAIAH,44,2,e,NO
ISAIAH,44,8,n,NO
ISAIAH,44,20,x,NO
ISAIAH,44,23,d,NO
ISAIAH,44,24,g,NO
ISAIAH,44,24,h,NO
ISAIAH,44,28,o,NO
ISAIAH,45,1,r,NO
ISAIAH,45,11,h,NO
ISAIAH,45,11,i,NO
ISAIAH,45,12,l,NO
ISAIAH,45,13,o,NO
ISAIAH,45,13,p,NO
ISAIAH,45,18,x,NO
ISAIAH,45,19,a,NO
ISAIAH,45,20,d,NO
ISAIAH,45,20,e,NO
ISAIAH,45,23,k,NO
ISAIAH,45,24,n,NO
ISAIAH,47,1,g,NO
ISAIAH,47,1,h,NO
ISAIAH,47,1,i,NO
ISAIAH,47,5,n,NO
ISAIAH,47,8,s,NO
ISAIAH,47,8,t,NO
ISAIAH,47,9,w,NO
ISAIAH,48,1,f,NO
ISAIAH,48,14,w,NO
ISAIAH,48,20,f,NO
ISAIAH,48,20,g,NO
ISAIAH,49,1,m,NO
ISAIAH,49,5,s,NO
ISAIAH,49,6,v,NO
ISAIAH,49,7,y,NO
ISAIAH,49,8,b,NO
ISAIAH,49,8,c,NO
ISAIAH,49,18,s,NO
ISAIAH,49,23,b,NO
ISAIAH,49,23,z,NO
ISAIAH,49,26,f,NO
ISAIAH,50,1,i,NO
ISAIAH,50,1,j,NO
ISAIAH,50,2,m,NO
ISAIAH,50,2,n,NO
ISAIAH,50,2,o,NO
ISAIAH,50,2,p,NO
ISAIAH,50,4,t,NO
ISAIAH,51,3,i,NO
ISAIAH,51,6,p,NO
ISAIAH,51,7,s,NO
ISAIAH,51,9,w,NO
ISAIAH,51,9,x,NO
ISAIAH,51,9,y,NO
ISAIAH,51,9,z,NO
ISAIAH,51,12,e,NO
ISAIAH,51,13,h,NO
ISAIAH,51,16,n,NO
ISAIAH,51,16,o,NO
ISAIAH,51,17,r,NO
ISAIAH,51,20,w,NO
ISAIAH,51,23,b,NO
ISAIAH,52,1,e,NO
ISAIAH,52,1,f,NO
ISAIAH,52,9,t,NO
ISAIAH,52,12,a,NO
ISAIAH,52,15,f,NO
ISAIAH,53,7,u,NO
ISAIAH,53,10,a,NO
ISAIAH,53,11,d,NO
ISAIAH,53,12,g,NO
ISAIAH,54,1,j,NO
ISAIAH,54,5,p,NO
ISAIAH,54,11,x,NO
ISAIAH,54,13,a,NO
ISAIAH,55,3,i,NO
ISAIAH,55,3,j,NO
ISAIAH,55,5,n,NO
ISAIAH,56,5,c,NO
ISAIAH,56,7,f,NO
ISAIAH,56,11,o,NO
ISAIAH,57,4,x,NO
ISAIAH,57,11,i,NO
ISAIAH,57,13,l,NO
ISAIAH,57,15,p,NO
ISAIAH,57,15,q,NO
ISAIAH,57,15,r,NO
ISAIAH,57,19,u,NO
ISAIAH,57,19,y,NO
ISAIAH,57,19,z,NO
ISAIAH,58,8,p,NO
ISAIAH,58,8,q,NO
ISAIAH,58,14,a,NO
ISAIAH,60,6,k,NO
ISAIAH,60,6,l,NO
ISAIAH,60,7,o,NO
ISAIAH,60,9,t,NO
ISAIAH,60,9,u,NO
ISAIAH,60,14,c,NO
ISAIAH,60,21,p,NO
ISAIAH,61,1,u,NO
ISAIAH,61,3,z,NO
ISAIAH,61,8,i,NO
ISAIAH,61,10,l,NO
ISAIAH,61,10,m,NO
ISAIAH,62,4,r,NO
ISAIAH,62,4,v,NO
ISAIAH,62,8,c,NO
ISAIAH,62,10,g,NO
ISAIAH,63,9,x,NO
ISAIAH,63,15,h,NO
ISAIAH,64,8,a,NO
ISAIAH,65,6,o,NO
ISAIAH,65,10,w,NO
ISAIAH,65,11,z,NO
ISAIAH,65,15,g,NO
ISAIAH,65,16,j,NO
ISAIAH,65,23,u,NO
ISAIAH,65,25,z,NO
ISAIAH,66,3,g,NO
ISAIAH,66,4,j,NO
ISAIAH,66,4,k,NO
ISAIAH,66,19,d,NO
ISAIAH,66,19,f,NO
ISAIAH,66,19,g,NO
JAMES,1,1,c,NO
JAMES,1,1,d,NO
JAMES,1,5,l,NO
JAMES,1,6,o,NO
JAMES,1,12,w,NO
JAMES,1,17,b,NO
JAMES,1,18,e,NO
JAMES,1,19,i,NO
JAMES,1,21,m,NO
JAMES,1,27,u,NO
JAMES,1,27,v,NO
JAMES,2,5,c,NO
JAMES,2,5,d,NO
JAMES,2,6,g,NO
JAMES,3,2,f,NO
JAMES,3,17,t,NO
JAMES,3,17,u,NO
JAMES,3,17,v,NO
JAMES,4,8,i,NO
JAMES,4,8,j,NO
JAMES,4,12,q,NO
JAMES,4,12,r,NO
JAMES,5,4,e,NO
JAMES,5,5,h,NO
JAMES,5,9,p,NO
JAMES,5,11,t,NO
JAMES,5,16,a,NO
JAMES,5,17,d,NO
JEREMIAH,1,3,g,NO
JEREMIAH,1,3,h,NO
JEREMIAH,1,5,k,NO
JEREMIAH,1,9,s,NO
JEREMIAH,1,16,b,NO
JEREMIAH,1,16,c,NO
JEREMIAH,1,17,f,NO
JEREMIAH,1,18,i,NO
JEREMIAH,2,2,m,NO
JEREMIAH,2,2,n,NO
JEREMIAH,2,3,q,NO
JEREMIAH,2,5,t,NO
JEREMIAH,2,8,a,NO
JEREMIAH,2,8,b,NO
JEREMIAH,2,11,b,NO
JEREMIAH,2,11,i,NO
JEREMIAH,2,13,m,NO
JEREMIAH,2,16,s,NO
JEREMIAH,2,18,x,NO
JEREMIAH,2,19,b,NO
JEREMIAH,2,19,c,NO
JEREMIAH,2,20,f,NO
JEREMIAH,2,20,g,NO
JEREMIAH,2,25,p,NO
JEREMIAH,2,28,u,NO
JEREMIAH,3,1,i,NO
JEREMIAH,3,2,h,NO
JEREMIAH,3,6,i,NO
JEREMIAH,3,8,i,NO
JEREMIAH,3,8,u,NO
JEREMIAH,3,12,a,NO
JEREMIAH,3,12,b,NO
JEREMIAH,3,18,m,NO
JEREMIAH,4,2,b,NO
JEREMIAH,4,4,g,NO
JEREMIAH,4,6,l,NO
JEREMIAH,4,13,w,NO
JEREMIAH,4,28,r,NO
JEREMIAH,4,30,v,NO
JEREMIAH,5,1,a,NO
JEREMIAH,5,6,j,NO
JEREMIAH,5,6,k,NO
JEREMIAH,5,7,n,NO
JEREMIAH,5,7,o,NO
JEREMIAH,5,7,p,NO
JEREMIAH,5,22,m,NO
JEREMIAH,6,1,b,NO
JEREMIAH,6,1,c,NO
JEREMIAH,6,6,k,NO
JEREMIAH,6,10,s,NO
JEREMIAH,6,10,t,NO
JEREMIAH,6,11,w,NO
JEREMIAH,6,11,x,NO
JEREMIAH,6,13,b,NO
JEREMIAH,6,17,k,NO
JEREMIAH,6,20,o,NO
JEREMIAH,6,20,p,NO
JEREMIAH,6,22,t,NO
JEREMIAH,6,26,b,NO
JEREMIAH,6,28,g,NO
JEREMIAH,7,6,o,NO
JEREMIAH,7,9,o,NO
JEREMIAH,7,9,t,NO
JEREMIAH,7,11,w,NO
JEREMIAH,7,12,z,NO
JEREMIAH,7,14,z,NO
JEREMIAH,7,15,e,NO
JEREMIAH,7,18,i,NO
JEREMIAH,7,18,j,NO
JEREMIAH,7,18,k,NO
JEREMIAH,7,23,t,NO
JEREMIAH,7,23,u,NO
JEREMIAH,7,24,x,NO
JEREMIAH,7,24,y,NO
JEREMIAH,7,26,b,NO
JEREMIAH,7,31,l,NO
JEREMIAH,7,32,k,NO
JEREMIAH,8,2,v,NO
JEREMIAH,8,5,b,NO
JEREMIAH,8,7,g,NO
JEREMIAH,8,13,s,NO
JEREMIAH,8,14,v,NO
JEREMIAH,8,16,a,NO
JEREMIAH,8,16,b,NO
JEREMIAH,8,16,z,NO
JEREMIAH,8,17,e,NO
JEREMIAH,8,19,i,NO
JEREMIAH,9,4,t,NO
JEREMIAH,9,7,j,NO
JEREMIAH,9,8,a,NO
JEREMIAH,9,8,z,NO
JEREMIAH,9,10,e,NO
JEREMIAH,9,11,h,NO
JEREMIAH,9,16,q,NO
JEREMIAH,9,26,e,NO
JEREMIAH,10,5,l,NO
JEREMIAH,10,9,s,NO
JEREMIAH,10,12,a,NO
JEREMIAH,10,13,d,NO
JEREMIAH,10,13,e,NO
JEREMIAH,10,14,h,NO
JEREMIAH,10,16,k,NO
JEREMIAH,10,21,t,NO
JEREMIAH,11,8,h,NO
JEREMIAH,11,15,u,NO
JEREMIAH,11,16,x,NO
JEREMIAH,11,19,c,NO
JEREMIAH,11,19,d,NO
JEREMIAH,11,21,j,NO
JEREMIAH,12,1,o,NO
JEREMIAH,12,3,s,NO
JEREMIAH,12,3,t,NO
JEREMIAH,12,4,w,NO
JEREMIAH,12,6,z,NO
JEREMIAH,12,9,d,NO
JEREMIAH,12,13,i,NO
